Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Amit Joshi,Neurologist,Joshi Healthcare Clinic,"79, Bazaar Gandhi, Mumbai",Mumbai,Maharashtra,402188,"418, Colony Model, Mumbai",Mumbai,Maharashtra,402584
Dr. Paul D’Souza,Dentist,D’Souza Healthcare Clinic,"68, Road Central, Delhi",Delhi,Delhi,114881,"70, Colony Green, Delhi",Delhi,Delhi,119742
Dr. Kavita Naidu,Psychiatrist,Naidu Healthcare Clinic,"77, Layout Shastri, Delhi",Delhi,Delhi,110913,"8, Sector Gandhi, Delhi",Delhi,Delhi,113124
Dr. Deepa Balakrishnan,Physiotherapist,Balakrishnan Healthcare Clinic,"279, Colony Green, Hyderabad",Hyderabad,Telangana,503863,"171, Sector Garden, Hyderabad",Hyderabad,Telangana,508000
Dr. Mary Carvalho,ENT Specialist,Carvalho Healthcare Clinic,"83, Enclave Fort, Pune",Pune,Maharashtra,411909,"326, Lane Fort, Pune",Pune,Maharashtra,413011
Dr. Teresa Pereira,Dentist,Pereira Healthcare Clinic,"250, Bazaar Green, Surat",Surat,Gujarat,390917,"461, Lane Lake, Surat",Surat,Gujarat,399503
Dr. Shabana Syed,Orthopedic Surgeon,Syed Healthcare Clinic,"2, Layout Rajiv, Jaipur",Jaipur,Rajasthan,307617,"21, Sector Fort, Jaipur",Jaipur,Rajasthan,304030
Dr. Suresh Iyer,Neurologist,Iyer Healthcare Clinic,"97, Nagar Central, Coimbatore",Coimbatore,Tamil Nadu,646931,"241, Colony Fort, Coimbatore",Coimbatore,Tamil Nadu,641128
Dr. Simran Dhillon,Gynecologist,Dhillon Healthcare Clinic,"150, Enclave Garden, Kolkata",Kolkata,West Bengal,708932,"293, Lane Lake, Kolkata",Kolkata,West Bengal,707452
Dr. Shankar Menon,Oncologist,Menon Healthcare Clinic,"258, Colony Gandhi, Ahmedabad",Ahmedabad,Gujarat,384577,"222, Colony Garden, Ahmedabad",Ahmedabad,Gujarat,382621
Dr. Kavita Menon,Nephrologist,Menon Healthcare Clinic,"101, Nagar Model, Pune",Pune,Maharashtra,418193,"481, Enclave Shastri, Pune",Pune,Maharashtra,412676
Dr. Ramesh Murthy,Cardiologist,Murthy Healthcare Clinic,"75, Lane Rajiv, Patna",Patna,Bihar,809517,"442, Road Rajiv, Patna",Patna,Bihar,801571
Dr. Nadeem Shaikh,Gynecologist,Shaikh Healthcare Clinic,"174, Colony Shastri, Lucknow",Lucknow,Uttar Pradesh,229670,"80, Road Central, Lucknow",Lucknow,Uttar Pradesh,226354
Dr. Harpreet Pannu,Gastroenterologist,Pannu Healthcare Clinic,"295, Layout Central, Pune",Pune,Maharashtra,410566,"144, Bazaar Shastri, Pune",Pune,Maharashtra,413099
Dr. Deepa Naidu,Pediatrician,Naidu Healthcare Clinic,"101, Enclave Hill, Bhopal",Bhopal,Madhya Pradesh,463838,"107, Lane Hill, Bhopal",Bhopal,Madhya Pradesh,469543
Dr. Parveen Shaikh,Physiotherapist,Shaikh Healthcare Clinic,"175, Layout Rajiv, Delhi",Delhi,Delhi,119491,"328, Road Central, Delhi",Delhi,Delhi,119197
Dr. Jaspreet Chahal,Urologist,Chahal Healthcare Clinic,"261, Colony Central, Mumbai",Mumbai,Maharashtra,407815,"67, Layout Shastri, Mumbai",Mumbai,Maharashtra,403130
Dr. Rajesh Chaturvedi,Cardiologist,Chaturvedi Healthcare Clinic,"36, Bazaar Garden, Surat",Surat,Gujarat,394972,"258, Road Fort, Surat",Surat,Gujarat,397477
Dr. Sana Mirza,Gynecologist,Mirza Healthcare Clinic,"138, Layout Central, Chennai",Chennai,Tamil Nadu,606239,"446, Enclave Rajiv, Chennai",Chennai,Tamil Nadu,609109
Dr. Rajinder Gill,Neurologist,Gill Healthcare Clinic,"1, Colony Central, Chandigarh",Chandigarh,Chandigarh,162132,"347, Enclave Green, Chandigarh",Chandigarh,Chandigarh,161692
Dr. Rajesh Pandey,Urologist,Pandey Healthcare Clinic,"92, Road Gandhi, Surat",Surat,Gujarat,392340,"217, Bazaar Lake, Surat",Surat,Gujarat,396895
Dr. Peter Almeida,Dentist,Almeida Healthcare Clinic,"161, Bazaar Green, Mumbai",Mumbai,Maharashtra,407927,"19, Layout Model, Mumbai",Mumbai,Maharashtra,406951
Dr. Irfan Pathan,ENT Specialist,Pathan Healthcare Clinic,"80, Sector Fort, Ahmedabad",Ahmedabad,Gujarat,385245,"139, Layout Shastri, Ahmedabad",Ahmedabad,Gujarat,386684
Dr. Vikram Agarwal,Oncologist,Agarwal Healthcare Clinic,"107, Lane Gandhi, Mumbai",Mumbai,Maharashtra,405656,"77, Road Model, Mumbai",Mumbai,Maharashtra,401962
Dr. Meena Mishra,ENT Specialist,Mishra Healthcare Clinic,"274, Layout Rajiv, Surat",Surat,Gujarat,395982,"124, Nagar Shastri, Surat",Surat,Gujarat,392679
Dr. Irfan Syed,Dentist,Syed Healthcare Clinic,"145, Lane Hill, Chandigarh",Chandigarh,Chandigarh,167594,"32, Bazaar Lake, Chandigarh",Chandigarh,Chandigarh,166247
Dr. Nadeem Ansari,Nephrologist,Ansari Healthcare Clinic,"120, Sector Lake, Surat",Surat,Gujarat,390490,"236, Nagar Rajiv, Surat",Surat,Gujarat,391133
Dr. Amit Saxena,Oncologist,Saxena Healthcare Clinic,"269, Sector Central, Lucknow",Lucknow,Uttar Pradesh,226418,"311, Road Shastri, Lucknow",Lucknow,Uttar Pradesh,221716
Dr. Naveen Chaturvedi,Oncologist,Chaturvedi Healthcare Clinic,"14, Road Green, Delhi",Delhi,Delhi,119571,"36, Sector Rajiv, Delhi",Delhi,Delhi,117197
Dr. Prakash Nair,Oncologist,Nair Healthcare Clinic,"16, Road Garden, Hyderabad",Hyderabad,Telangana,509845,"107, Sector Fort, Hyderabad",Hyderabad,Telangana,504737
Dr. Vikram Mishra,Neurologist,Mishra Healthcare Clinic,"31, Lane Rajiv, Bengaluru",Bengaluru,Karnataka,564497,"351, Layout Gandhi, Bengaluru",Bengaluru,Karnataka,560478
Dr. Yusuf Khan,General Physician,Khan Healthcare Clinic,"187, Lane Hill, Bengaluru",Bengaluru,Karnataka,565185,"20, Bazaar Fort, Bengaluru",Bengaluru,Karnataka,560252
Dr. Parminder Brar,Pediatrician,Brar Healthcare Clinic,"60, Road Hill, Jaipur",Jaipur,Rajasthan,303734,"177, Nagar Central, Jaipur",Jaipur,Rajasthan,306605
Dr. Meena Pandey,Pediatrician,Pandey Healthcare Clinic,"68, Lane Lake, Jaipur",Jaipur,Rajasthan,300847,"351, Colony Gandhi, Jaipur",Jaipur,Rajasthan,305615
Dr. Shankar Rangan,Pediatrician,Rangan Healthcare Clinic,"172, Nagar Gandhi, Chennai",Chennai,Tamil Nadu,601298,"465, Bazaar Shastri, Chennai",Chennai,Tamil Nadu,607714
Dr. Vikram Agarwal,Urologist,Agarwal Healthcare Clinic,"135, Nagar Rajiv, Ahmedabad",Ahmedabad,Gujarat,386437,"54, Bazaar Central, Ahmedabad",Ahmedabad,Gujarat,380170
Dr. Sana Ansari,ENT Specialist,Ansari Healthcare Clinic,"111, Nagar Rajiv, Bhopal",Bhopal,Madhya Pradesh,468139,"103, Lane Gandhi, Bhopal",Bhopal,Madhya Pradesh,463062
Dr. Arvind Subramanian,Neurologist,Subramanian Healthcare Clinic,"17, Road Central, Indore",Indore,Madhya Pradesh,452896,"154, Sector Hill, Indore",Indore,Madhya Pradesh,458479
Dr. Harpreet Chahal,Rheumatologist,Chahal Healthcare Clinic,"163, Layout Model, Kolkata",Kolkata,West Bengal,706676,"20, Nagar Rajiv, Kolkata",Kolkata,West Bengal,709540
Dr. Christopher Carvalho,Orthopedic Surgeon,Carvalho Healthcare Clinic,"138, Sector Rajiv, Chennai",Chennai,Tamil Nadu,609749,"313, Nagar Shastri, Chennai",Chennai,Tamil Nadu,607400
Dr. Meena Saxena,Gynecologist,Saxena Healthcare Clinic,"267, Lane Green, Kochi",Kochi,Kerala,681259,"172, Road Garden, Kochi",Kochi,Kerala,682457
Dr. Nadeem Qureshi,Oncologist,Qureshi Healthcare Clinic,"23, Colony Fort, Indore",Indore,Madhya Pradesh,456985,"134, Colony Lake, Indore",Indore,Madhya Pradesh,453978
Dr. Paul Almeida,Endocrinologist,Almeida Healthcare Clinic,"143, Nagar Gandhi, Surat",Surat,Gujarat,390614,"172, Nagar Shastri, Surat",Surat,Gujarat,399265
Dr. Deepa Menon,Dentist,Menon Healthcare Clinic,"10, Bazaar Lake, Ahmedabad",Ahmedabad,Gujarat,387712,"255, Layout Fort, Ahmedabad",Ahmedabad,Gujarat,387463
Dr. Baljit Kaur,Cardiologist,Kaur Healthcare Clinic,"2, Colony Green, Coimbatore",Coimbatore,Tamil Nadu,640881,"258, Layout Central, Coimbatore",Coimbatore,Tamil Nadu,641363
Dr. Prakash Nair,Urologist,Nair Healthcare Clinic,"296, Colony Rajiv, Chandigarh",Chandigarh,Chandigarh,169206,"93, Layout Fort, Chandigarh",Chandigarh,Chandigarh,166313
Dr. Rakesh Saxena,Cardiologist,Saxena Healthcare Clinic,"229, Colony Garden, Bengaluru",Bengaluru,Karnataka,565331,"376, Nagar Shastri, Bengaluru",Bengaluru,Karnataka,566248
Dr. Harpreet Pannu,Rheumatologist,Pannu Healthcare Clinic,"57, Nagar Rajiv, Surat",Surat,Gujarat,399087,"139, Sector Model, Surat",Surat,Gujarat,390441
Dr. Joseph Menezes,Endocrinologist,Menezes Healthcare Clinic,"111, Bazaar Rajiv, Coimbatore",Coimbatore,Tamil Nadu,648661,"214, Layout Model, Coimbatore",Coimbatore,Tamil Nadu,643580
Dr. Christopher Lobo,Dermatologist,Lobo Healthcare Clinic,"201, Bazaar Lake, Patna",Patna,Bihar,807015,"5, Enclave Central, Patna",Patna,Bihar,800324
Dr. Peter Fernandes,ENT Specialist,Fernandes Healthcare Clinic,"28, Layout Rajiv, Mumbai",Mumbai,Maharashtra,406817,"321, Colony Central, Mumbai",Mumbai,Maharashtra,400785
Dr. Rebecca Fernandes,Urologist,Fernandes Healthcare Clinic,"221, Road Green, Bhopal",Bhopal,Madhya Pradesh,461275,"300, Road Gandhi, Bhopal",Bhopal,Madhya Pradesh,462077
Dr. Shabana Syed,Orthopedic Surgeon,Syed Healthcare Clinic,"25, Enclave Rajiv, Patna",Patna,Bihar,802950,"306, Sector Lake, Patna",Patna,Bihar,806536
Dr. Meena Mishra,Nephrologist,Mishra Healthcare Clinic,"159, Layout Fort, Chennai",Chennai,Tamil Nadu,608082,"268, Road Garden, Chennai",Chennai,Tamil Nadu,600235
Dr. Kavita Nair,Ophthalmologist,Nair Healthcare Clinic,"143, Nagar Gandhi, Chandigarh",Chandigarh,Chandigarh,167835,"223, Lane Central, Chandigarh",Chandigarh,Chandigarh,166084
Dr. Rajesh Joshi,General Physician,Joshi Healthcare Clinic,"174, Layout Gandhi, Coimbatore",Coimbatore,Tamil Nadu,645446,"420, Lane Central, Coimbatore",Coimbatore,Tamil Nadu,642167
Dr. Meena Pillai,Dermatologist,Pillai Healthcare Clinic,"287, Bazaar Rajiv, Pune",Pune,Maharashtra,413241,"485, Sector Model, Pune",Pune,Maharashtra,416955
Dr. Amrit Pannu,Rheumatologist,Pannu Healthcare Clinic,"185, Bazaar Lake, Chandigarh",Chandigarh,Chandigarh,166016,"437, Layout Central, Chandigarh",Chandigarh,Chandigarh,161228
Dr. Shabana Pathan,Pulmonologist,Pathan Healthcare Clinic,"104, Colony Lake, Lucknow",Lucknow,Uttar Pradesh,220017,"266, Nagar Shastri, Lucknow",Lucknow,Uttar Pradesh,220929
Dr. Baljit Singh,Cardiologist,Singh Healthcare Clinic,"253, Nagar Rajiv, Ahmedabad",Ahmedabad,Gujarat,381895,"2, Layout Shastri, Ahmedabad",Ahmedabad,Gujarat,380090
Dr. Joseph Carvalho,Dentist,Carvalho Healthcare Clinic,"208, Sector Garden, Chennai",Chennai,Tamil Nadu,600402,"296, Lane Central, Chennai",Chennai,Tamil Nadu,608012
Dr. Rebecca Lobo,Pediatrician,Lobo Healthcare Clinic,"205, Nagar Garden, Patna",Patna,Bihar,800302,"256, Bazaar Green, Patna",Patna,Bihar,805118
Dr. Parveen Khan,Dentist,Khan Healthcare Clinic,"148, Bazaar Gandhi, Pune",Pune,Maharashtra,417113,"491, Colony Shastri, Pune",Pune,Maharashtra,412767
Dr. Parminder Gill,Rheumatologist,Gill Healthcare Clinic,"10, Enclave Green, Chennai",Chennai,Tamil Nadu,600616,"87, Bazaar Rajiv, Chennai",Chennai,Tamil Nadu,602950
Dr. Teresa Rodrigues,Urologist,Rodrigues Healthcare Clinic,"300, Colony Gandhi, Indore",Indore,Madhya Pradesh,458690,"301, Enclave Fort, Indore",Indore,Madhya Pradesh,458862
Dr. Paul Dias,Physiotherapist,Dias Healthcare Clinic,"99, Lane Green, Ahmedabad",Ahmedabad,Gujarat,385771,"98, Nagar Hill, Ahmedabad",Ahmedabad,Gujarat,380698
Dr. Prakash Balakrishnan,Oncologist,Balakrishnan Healthcare Clinic,"211, Nagar Green, Chandigarh",Chandigarh,Chandigarh,164975,"131, Layout Model, Chandigarh",Chandigarh,Chandigarh,167228
Dr. Suresh Iyer,Physiotherapist,Iyer Healthcare Clinic,"263, Enclave Lake, Mumbai",Mumbai,Maharashtra,405561,"115, Lane Garden, Mumbai",Mumbai,Maharashtra,405012
Dr. Navjot Sandhu,Pediatrician,Sandhu Healthcare Clinic,"112, Road Shastri, Kochi",Kochi,Kerala,689378,"9, Sector Shastri, Kochi",Kochi,Kerala,684677
Dr. Joseph Menezes,Plastic Surgeon,Menezes Healthcare Clinic,"81, Layout Green, Indore",Indore,Madhya Pradesh,456545,"371, Nagar Central, Indore",Indore,Madhya Pradesh,451136
Dr. Sneha Rangan,Pulmonologist,Rangan Healthcare Clinic,"3, Bazaar Rajiv, Patna",Patna,Bihar,801452,"11, Bazaar Fort, Patna",Patna,Bihar,805199
Dr. Christopher Menezes,Nephrologist,Menezes Healthcare Clinic,"159, Colony Central, Hyderabad",Hyderabad,Telangana,506906,"185, Colony Garden, Hyderabad",Hyderabad,Telangana,503580
Dr. John Dias,Dermatologist,Dias Healthcare Clinic,"151, Enclave Rajiv, Lucknow",Lucknow,Uttar Pradesh,223810,"452, Bazaar Model, Lucknow",Lucknow,Uttar Pradesh,228634
Dr. Lakshmi Rangan,Endocrinologist,Rangan Healthcare Clinic,"268, Nagar Green, Delhi",Delhi,Delhi,114820,"311, Bazaar Rajiv, Delhi",Delhi,Delhi,112251
Dr. Paul Lobo,Psychiatrist,Lobo Healthcare Clinic,"285, Layout Gandhi, Hyderabad",Hyderabad,Telangana,505645,"340, Layout Rajiv, Hyderabad",Hyderabad,Telangana,507854
Dr. Divya Tiwari,Pediatrician,Tiwari Healthcare Clinic,"150, Lane Hill, Mumbai",Mumbai,Maharashtra,406960,"484, Sector Gandhi, Mumbai",Mumbai,Maharashtra,405880
Dr. Naveen Agarwal,Psychiatrist,Agarwal Healthcare Clinic,"164, Nagar Shastri, Jaipur",Jaipur,Rajasthan,309931,"271, Colony Garden, Jaipur",Jaipur,Rajasthan,304120
Dr. Nadeem Shaikh,Nephrologist,Shaikh Healthcare Clinic,"103, Lane Hill, Ahmedabad",Ahmedabad,Gujarat,388534,"56, Road Lake, Ahmedabad",Ahmedabad,Gujarat,385039
Dr. Ramesh Iyer,Ophthalmologist,Iyer Healthcare Clinic,"114, Colony Rajiv, Lucknow",Lucknow,Uttar Pradesh,223276,"305, Enclave Rajiv, Lucknow",Lucknow,Uttar Pradesh,220909
Dr. Baljit Dhillon,Ophthalmologist,Dhillon Healthcare Clinic,"171, Enclave Rajiv, Chandigarh",Chandigarh,Chandigarh,160566,"398, Enclave Model, Chandigarh",Chandigarh,Chandigarh,165221
Dr. Navjot Singh,Psychiatrist,Singh Healthcare Clinic,"232, Layout Model, Patna",Patna,Bihar,806374,"35, Road Shastri, Patna",Patna,Bihar,804148
Dr. Amrit Kaur,Urologist,Kaur Healthcare Clinic,"223, Layout Shastri, Bengaluru",Bengaluru,Karnataka,565177,"224, Bazaar Gandhi, Bengaluru",Bengaluru,Karnataka,564509
Dr. Joseph Dias,Psychiatrist,Dias Healthcare Clinic,"155, Enclave Gandhi, Surat",Surat,Gujarat,397268,"271, Colony Lake, Surat",Surat,Gujarat,395925
Dr. Parminder Sandhu,Dermatologist,Sandhu Healthcare Clinic,"35, Road Fort, Patna",Patna,Bihar,800483,"41, Lane Green, Patna",Patna,Bihar,801408
Dr. Paul Dias,Cardiologist,Dias Healthcare Clinic,"32, Colony Central, Mumbai",Mumbai,Maharashtra,406755,"347, Layout Central, Mumbai",Mumbai,Maharashtra,409838
Dr. Manjit Bajwa,Nephrologist,Bajwa Healthcare Clinic,"286, Lane Lake, Pune",Pune,Maharashtra,417840,"196, Enclave Green, Pune",Pune,Maharashtra,410002
Dr. Prakash Naidu,Pulmonologist,Naidu Healthcare Clinic,"145, Enclave Gandhi, Chennai",Chennai,Tamil Nadu,603166,"232, Road Rajiv, Chennai",Chennai,Tamil Nadu,602092
Dr. Joseph Rodrigues,Urologist,Rodrigues Healthcare Clinic,"176, Colony Garden, Surat",Surat,Gujarat,393649,"468, Bazaar Lake, Surat",Surat,Gujarat,395930
Dr. Manjit Bajwa,Urologist,Bajwa Healthcare Clinic,"175, Road Rajiv, Jaipur",Jaipur,Rajasthan,303839,"399, Road Garden, Jaipur",Jaipur,Rajasthan,308358
Dr. Francis Almeida,Ophthalmologist,Almeida Healthcare Clinic,"184, Enclave Model, Bhopal",Bhopal,Madhya Pradesh,466542,"337, Road Shastri, Bhopal",Bhopal,Madhya Pradesh,462968
Dr. Meena Joshi,Ophthalmologist,Joshi Healthcare Clinic,"170, Road Green, Mumbai",Mumbai,Maharashtra,408108,"444, Bazaar Central, Mumbai",Mumbai,Maharashtra,408262
Dr. Meena Iyer,Orthopedic Surgeon,Iyer Healthcare Clinic,"198, Colony Lake, Chandigarh",Chandigarh,Chandigarh,161022,"140, Layout Hill, Chandigarh",Chandigarh,Chandigarh,168850
Dr. Irfan Beg,Ophthalmologist,Beg Healthcare Clinic,"181, Layout Green, Bengaluru",Bengaluru,Karnataka,564366,"116, Sector Shastri, Bengaluru",Bengaluru,Karnataka,569551
Dr. Mathew Carvalho,Plastic Surgeon,Carvalho Healthcare Clinic,"160, Road Shastri, Indore",Indore,Madhya Pradesh,454592,"32, Colony Garden, Indore",Indore,Madhya Pradesh,454252
Dr. Peter Dias,Rheumatologist,Dias Healthcare Clinic,"269, Bazaar Garden, Kochi",Kochi,Kerala,689141,"326, Sector Hill, Kochi",Kochi,Kerala,687395
Dr. Simran Sidhu,Gynecologist,Sidhu Healthcare Clinic,"85, Road Lake, Coimbatore",Coimbatore,Tamil Nadu,647624,"54, Nagar Central, Coimbatore",Coimbatore,Tamil Nadu,647297
Dr. Mathew Carvalho,Pulmonologist,Carvalho Healthcare Clinic,"175, Bazaar Gandhi, Bengaluru",Bengaluru,Karnataka,566613,"81, Nagar Lake, Bengaluru",Bengaluru,Karnataka,563467
Dr. Parminder Kaur,Psychiatrist,Kaur Healthcare Clinic,"254, Layout Gandhi, Kochi",Kochi,Kerala,684780,"11, Layout Gandhi, Kochi",Kochi,Kerala,689325
Dr. Rakesh Tripathi,Rheumatologist,Tripathi Healthcare Clinic,"218, Colony Green, Chennai",Chennai,Tamil Nadu,606506,"317, Bazaar Lake, Chennai",Chennai,Tamil Nadu,606443
Dr. Sneha Balakrishnan,Neurologist,Balakrishnan Healthcare Clinic,"160, Lane Garden, Hyderabad",Hyderabad,Telangana,502971,"65, Road Lake, Hyderabad",Hyderabad,Telangana,506632
Dr. Paul Menezes,Dermatologist,Menezes Healthcare Clinic,"53, Bazaar Lake, Chandigarh",Chandigarh,Chandigarh,161507,"327, Road Hill, Chandigarh",Chandigarh,Chandigarh,169351
Dr. Sana Dar,Neurologist,Dar Healthcare Clinic,"234, Enclave Shastri, Indore",Indore,Madhya Pradesh,453150,"490, Enclave Shastri, Indore",Indore,Madhya Pradesh,459791
Dr. Peter Fernandes,Physiotherapist,Fernandes Healthcare Clinic,"150, Nagar Model, Ahmedabad",Ahmedabad,Gujarat,387233,"123, Road Central, Ahmedabad",Ahmedabad,Gujarat,384413
Dr. Lakshmi Subramanian,Pediatrician,Subramanian Healthcare Clinic,"178, Enclave Hill, Bengaluru",Bengaluru,Karnataka,563042,"440, Colony Gandhi, Bengaluru",Bengaluru,Karnataka,569131
Dr. Meena Pandey,Orthopedic Surgeon,Pandey Healthcare Clinic,"48, Sector Lake, Chandigarh",Chandigarh,Chandigarh,160426,"223, Lane Lake, Chandigarh",Chandigarh,Chandigarh,167003
Dr. Francis D’Souza,General Physician,D’Souza Healthcare Clinic,"201, Road Central, Chennai",Chennai,Tamil Nadu,603994,"284, Layout Model, Chennai",Chennai,Tamil Nadu,606557
Dr. Irfan Mirza,ENT Specialist,Mirza Healthcare Clinic,"115, Enclave Model, Delhi",Delhi,Delhi,113982,"356, Colony Gandhi, Delhi",Delhi,Delhi,110541
Dr. Sunita Pandey,Oncologist,Pandey Healthcare Clinic,"231, Enclave Garden, Patna",Patna,Bihar,801130,"150, Enclave Garden, Patna",Patna,Bihar,807356
Dr. Harpreet Sandhu,Pediatrician,Sandhu Healthcare Clinic,"1, Enclave Fort, Coimbatore",Coimbatore,Tamil Nadu,648730,"337, Colony Central, Coimbatore",Coimbatore,Tamil Nadu,649041
Dr. Kavita Iyer,Orthopedic Surgeon,Iyer Healthcare Clinic,"111, Enclave Green, Jaipur",Jaipur,Rajasthan,306076,"199, Layout Fort, Jaipur",Jaipur,Rajasthan,307714
Dr. Rebecca Pereira,Psychiatrist,Pereira Healthcare Clinic,"257, Bazaar Model, Surat",Surat,Gujarat,396870,"324, Road Green, Surat",Surat,Gujarat,395069
Dr. Rebecca D’Souza,Cardiologist,D’Souza Healthcare Clinic,"100, Colony Fort, Patna",Patna,Bihar,807347,"390, Layout Garden, Patna",Patna,Bihar,802287
Dr. Rakesh Sharma,Dentist,Sharma Healthcare Clinic,"298, Road Shastri, Kolkata",Kolkata,West Bengal,709991,"443, Colony Gandhi, Kolkata",Kolkata,West Bengal,701467
Dr. Joseph Dias,Ophthalmologist,Dias Healthcare Clinic,"109, Enclave Rajiv, Jaipur",Jaipur,Rajasthan,307059,"309, Lane Hill, Jaipur",Jaipur,Rajasthan,302776
Dr. Meena Tiwari,General Physician,Tiwari Healthcare Clinic,"246, Colony Gandhi, Kochi",Kochi,Kerala,681546,"71, Sector Model, Kochi",Kochi,Kerala,688382
Dr. Meena Murthy,Nephrologist,Murthy Healthcare Clinic,"21, Nagar Central, Ahmedabad",Ahmedabad,Gujarat,380042,"400, Enclave Garden, Ahmedabad",Ahmedabad,Gujarat,385724
Dr. Sana Syed,Orthopedic Surgeon,Syed Healthcare Clinic,"287, Sector Fort, Surat",Surat,Gujarat,398402,"18, Layout Rajiv, Surat",Surat,Gujarat,395084
Dr. Rajesh Pandey,Dentist,Pandey Healthcare Clinic,"267, Sector Gandhi, Surat",Surat,Gujarat,393286,"61, Road Model, Surat",Surat,Gujarat,393936
Dr. Harpreet Brar,Pulmonologist,Brar Healthcare Clinic,"101, Colony Gandhi, Jaipur",Jaipur,Rajasthan,301764,"62, Enclave Green, Jaipur",Jaipur,Rajasthan,309409
Dr. Parveen Dar,Neurologist,Dar Healthcare Clinic,"243, Nagar Garden, Bengaluru",Bengaluru,Karnataka,566208,"432, Sector Garden, Bengaluru",Bengaluru,Karnataka,561088
Dr. Suresh Naidu,Orthopedic Surgeon,Naidu Healthcare Clinic,"214, Enclave Garden, Coimbatore",Coimbatore,Tamil Nadu,642110,"10, Enclave Garden, Coimbatore",Coimbatore,Tamil Nadu,644958
Dr. Francis Rodrigues,Cardiologist,Rodrigues Healthcare Clinic,"39, Bazaar Hill, Delhi",Delhi,Delhi,110222,"55, Nagar Central, Delhi",Delhi,Delhi,113550
Dr. Harpreet Chahal,Endocrinologist,Chahal Healthcare Clinic,"108, Road Central, Lucknow",Lucknow,Uttar Pradesh,223204,"336, Road Garden, Lucknow",Lucknow,Uttar Pradesh,228075
Dr. Kavita Iyer,Cardiologist,Iyer Healthcare Clinic,"18, Nagar Central, Surat",Surat,Gujarat,393218,"172, Layout Rajiv, Surat",Surat,Gujarat,395878
Dr. Kavita Pillai,Rheumatologist,Pillai Healthcare Clinic,"158, Sector Green, Hyderabad",Hyderabad,Telangana,509763,"254, Sector Green, Hyderabad",Hyderabad,Telangana,506746
Dr. Khalid Mirza,ENT Specialist,Mirza Healthcare Clinic,"50, Bazaar Garden, Bhopal",Bhopal,Madhya Pradesh,463445,"84, Road Rajiv, Bhopal",Bhopal,Madhya Pradesh,465455
Dr. Amrit Kaur,Orthopedic Surgeon,Kaur Healthcare Clinic,"190, Layout Garden, Ahmedabad",Ahmedabad,Gujarat,381608,"321, Sector Model, Ahmedabad",Ahmedabad,Gujarat,388406
Dr. Mary Rodrigues,Endocrinologist,Rodrigues Healthcare Clinic,"226, Sector Garden, Coimbatore",Coimbatore,Tamil Nadu,645902,"80, Nagar Hill, Coimbatore",Coimbatore,Tamil Nadu,645443
Dr. Paul Pereira,Dermatologist,Pereira Healthcare Clinic,"97, Road Shastri, Jaipur",Jaipur,Rajasthan,309665,"8, Sector Hill, Jaipur",Jaipur,Rajasthan,308701
Dr. Joseph Lobo,Plastic Surgeon,Lobo Healthcare Clinic,"248, Layout Garden, Indore",Indore,Madhya Pradesh,458918,"24, Layout Lake, Indore",Indore,Madhya Pradesh,450388
Dr. Deepa Subramanian,General Physician,Subramanian Healthcare Clinic,"79, Sector Central, Bengaluru",Bengaluru,Karnataka,569040,"405, Bazaar Garden, Bengaluru",Bengaluru,Karnataka,565011
Dr. John Carvalho,Dermatologist,Carvalho Healthcare Clinic,"130, Lane Hill, Chandigarh",Chandigarh,Chandigarh,161272,"412, Layout Green, Chandigarh",Chandigarh,Chandigarh,160367
Dr. John D’Souza,Dentist,D’Souza Healthcare Clinic,"164, Sector Gandhi, Delhi",Delhi,Delhi,119069,"52, Layout Fort, Delhi",Delhi,Delhi,111228
Dr. Harpreet Singh,Dermatologist,Singh Healthcare Clinic,"264, Enclave Green, Jaipur",Jaipur,Rajasthan,301788,"371, Colony Model, Jaipur",Jaipur,Rajasthan,304109
